[2026-07-16T00:43:28.436377] [formula discrepancy] Company: COMP01, Year: 2010, Metric: ROCE, Computed: 6.00%, Benchmark: 15.00% (absolute threshold), Difference: 9.00%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP07, Year: 2016, Metric: Return on Equity, Computed: 5.74%, Pre-computed: 12.80%, Difference: 7.06%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP07, Year: 2017, Metric: ROCE, Computed: 8.18%, Benchmark: 9.60% (sector-relative financials benchmark), Difference: 1.42%, Description: ROCE is below the benchmark of 9.60%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP07, Year: 2017, Metric: Return on Equity, Computed: 5.91%, Pre-computed: 12.80%, Difference: 6.89%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP07, Year: 2018, Metric: ROCE, Computed: 8.41%, Benchmark: 9.87% (sector-relative financials benchmark), Difference: 1.46%, Description: ROCE is below the benchmark of 9.87%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP07, Year: 2018, Metric: Return on Equity, Computed: 6.07%, Pre-computed: 12.80%, Difference: 6.73%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP07, Year: 2019, Metric: ROCE, Computed: 8.65%, Benchmark: 10.15% (sector-relative financials benchmark), Difference: 1.50%, Description: ROCE is below the benchmark of 10.15%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP07, Year: 2019, Metric: Return on Equity, Computed: 6.25%, Pre-computed: 12.80%, Difference: 6.55%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP07, Year: 2020, Metric: ROCE, Computed: 8.89%, Benchmark: 10.43% (sector-relative financials benchmark), Difference: 1.54%, Description: ROCE is below the benchmark of 10.43%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP07, Year: 2020, Metric: Return on Equity, Computed: 6.42%, Pre-computed: 12.80%, Difference: 6.38%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP07, Year: 2021, Metric: ROCE, Computed: 9.14%, Benchmark: 10.73% (sector-relative financials benchmark), Difference: 1.58%, Description: ROCE is below the benchmark of 10.73%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP07, Year: 2021, Metric: Return on Equity, Computed: 6.60%, Pre-computed: 12.80%, Difference: 6.20%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP07, Year: 2022, Metric: ROCE, Computed: 9.40%, Benchmark: 11.03% (sector-relative financials benchmark), Difference: 1.63%, Description: ROCE is below the benchmark of 11.03%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP07, Year: 2022, Metric: Return on Equity, Computed: 6.79%, Pre-computed: 12.80%, Difference: 6.01%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP07, Year: 2023, Metric: ROCE, Computed: 9.67%, Benchmark: 11.19% (sector-relative financials benchmark), Difference: 1.52%, Description: ROCE is below the benchmark of 11.19%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP07, Year: 2023, Metric: Return on Equity, Computed: 6.98%, Pre-computed: 12.80%, Difference: 5.82%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP08, Year: 2010, Metric: ROCE, Computed: 6.82%, Benchmark: 15.00% (absolute threshold), Difference: 8.18%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.447465] [formula discrepancy] Company: COMP08, Year: 2011, Metric: ROCE, Computed: 7.27%, Benchmark: 15.00% (absolute threshold), Difference: 7.73%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.453982] [formula discrepancy] Company: COMP08, Year: 2012, Metric: ROCE, Computed: 7.75%, Benchmark: 15.00% (absolute threshold), Difference: 7.25%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.453982] [formula discrepancy] Company: COMP08, Year: 2013, Metric: ROCE, Computed: 8.26%, Benchmark: 15.00% (absolute threshold), Difference: 6.74%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.453982] [formula discrepancy] Company: COMP08, Year: 2014, Metric: ROCE, Computed: 8.80%, Benchmark: 15.00% (absolute threshold), Difference: 6.20%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.453982] [formula discrepancy] Company: COMP08, Year: 2015, Metric: ROCE, Computed: 9.38%, Benchmark: 15.00% (absolute threshold), Difference: 5.62%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.453982] [data source issue] Company: COMP08, Metric: ROCE, Computed: 9.38% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.453982] [formula discrepancy] Company: COMP08, Year: 2016, Metric: ROCE, Computed: 10.00%, Benchmark: 15.00% (absolute threshold), Difference: 5.00%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.454377] [formula discrepancy] Company: COMP08, Year: 2017, Metric: ROCE, Computed: 10.66%, Benchmark: 15.00% (absolute threshold), Difference: 4.34%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.454377] [formula discrepancy] Company: COMP08, Year: 2018, Metric: ROCE, Computed: 11.37%, Benchmark: 15.00% (absolute threshold), Difference: 3.63%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.454377] [formula discrepancy] Company: COMP08, Year: 2018, Metric: Return on Equity, Computed: 17.89%, Pre-computed: 12.85%, Difference: 5.04%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.454377] [formula discrepancy] Company: COMP08, Year: 2019, Metric: ROCE, Computed: 12.12%, Benchmark: 15.00% (absolute threshold), Difference: 2.88%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.454377] [formula discrepancy] Company: COMP08, Year: 2019, Metric: Return on Equity, Computed: 19.08%, Pre-computed: 12.85%, Difference: 6.23%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.454377] [formula discrepancy] Company: COMP08, Year: 2020, Metric: ROCE, Computed: 12.92%, Benchmark: 15.00% (absolute threshold), Difference: 2.08%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.454377] [formula discrepancy] Company: COMP08, Year: 2020, Metric: Return on Equity, Computed: 20.34%, Pre-computed: 12.85%, Difference: 7.49%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.454377] [formula discrepancy] Company: COMP08, Year: 2021, Metric: ROCE, Computed: 13.77%, Benchmark: 15.00% (absolute threshold), Difference: 1.23%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.454377] [formula discrepancy] Company: COMP08, Year: 2021, Metric: Return on Equity, Computed: 21.68%, Pre-computed: 12.85%, Difference: 8.83%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.454377] [formula discrepancy] Company: COMP08, Year: 2022, Metric: ROCE, Computed: 14.68%, Benchmark: 15.00% (absolute threshold), Difference: 0.32%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.454377] [formula discrepancy] Company: COMP08, Year: 2022, Metric: Return on Equity, Computed: 23.11%, Pre-computed: 12.85%, Difference: 10.26%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.454377] [formula discrepancy] Company: COMP08, Year: 2023, Metric: Return on Equity, Computed: 24.64%, Pre-computed: 12.85%, Difference: 11.79%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP09, Year: 2010, Metric: ROCE, Computed: 6.90%, Benchmark: 15.00% (absolute threshold), Difference: 8.10%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP09, Year: 2011, Metric: ROCE, Computed: 7.61%, Benchmark: 15.00% (absolute threshold), Difference: 7.39%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP09, Year: 2012, Metric: ROCE, Computed: 8.40%, Benchmark: 15.00% (absolute threshold), Difference: 6.60%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP09, Year: 2013, Metric: ROCE, Computed: 9.27%, Benchmark: 15.00% (absolute threshold), Difference: 5.73%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP09, Year: 2014, Metric: ROCE, Computed: 10.24%, Benchmark: 15.00% (absolute threshold), Difference: 4.76%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP09, Year: 2015, Metric: ROCE, Computed: 11.30%, Benchmark: 15.00% (absolute threshold), Difference: 3.70%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP09, Year: 2015, Metric: Return on Equity, Computed: 6.98%, Pre-computed: 12.90%, Difference: 5.92%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.457022] [data source issue] Company: COMP09, Metric: ROCE, Computed: 11.30% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP09, Year: 2016, Metric: ROCE, Computed: 12.47%, Benchmark: 15.00% (absolute threshold), Difference: 2.53%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP09, Year: 2016, Metric: Return on Equity, Computed: 7.53%, Pre-computed: 12.90%, Difference: 5.37%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP09, Year: 2017, Metric: ROCE, Computed: 13.77%, Benchmark: 15.00% (absolute threshold), Difference: 1.23%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP10, Year: 2010, Metric: ROCE, Computed: 6.97%, Benchmark: 15.00% (absolute threshold), Difference: 8.03%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP10, Year: 2011, Metric: ROCE, Computed: 7.96%, Benchmark: 15.00% (absolute threshold), Difference: 7.04%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP10, Year: 2012, Metric: ROCE, Computed: 9.09%, Benchmark: 15.00% (absolute threshold), Difference: 5.91%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP10, Year: 2013, Metric: ROCE, Computed: 10.37%, Benchmark: 15.00% (absolute threshold), Difference: 4.63%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP10, Year: 2014, Metric: ROCE, Computed: 11.84%, Benchmark: 15.00% (absolute threshold), Difference: 3.16%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP10, Year: 2015, Metric: ROCE, Computed: 13.51%, Benchmark: 15.00% (absolute threshold), Difference: 1.49%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.457022] [data source issue] Company: COMP10, Metric: ROCE, Computed: 13.51% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP10, Year: 2021, Metric: Return on Equity, Computed: 18.69%, Pre-computed: 12.95%, Difference: 5.74%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP10, Year: 2022, Metric: Return on Equity, Computed: 21.33%, Pre-computed: 12.95%, Difference: 8.38%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.457022] [formula discrepancy] Company: COMP10, Year: 2023, Metric: Return on Equity, Computed: 24.35%, Pre-computed: 12.95%, Difference: 11.40%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2010, Metric: ROCE, Computed: 7.04%, Benchmark: 15.00% (absolute threshold), Difference: 7.96%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2011, Metric: ROCE, Computed: 6.98%, Benchmark: 15.00% (absolute threshold), Difference: 8.02%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2012, Metric: ROCE, Computed: 6.91%, Benchmark: 15.00% (absolute threshold), Difference: 8.09%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2013, Metric: ROCE, Computed: 6.85%, Benchmark: 15.00% (absolute threshold), Difference: 8.15%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2014, Metric: ROCE, Computed: 6.78%, Benchmark: 15.00% (absolute threshold), Difference: 8.22%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2015, Metric: ROCE, Computed: 6.72%, Benchmark: 15.00% (absolute threshold), Difference: 8.28%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2015, Metric: Return on Equity, Computed: 7.46%, Pre-computed: 13.00%, Difference: 5.54%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.461403] [data source issue] Company: COMP11, Metric: ROCE, Computed: 6.72% if calculated, Description: Pre-computed roce_percentage column is missing in companies.xlsx source file.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2016, Metric: ROCE, Computed: 6.65%, Benchmark: 15.00% (absolute threshold), Difference: 8.35%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2016, Metric: Return on Equity, Computed: 7.28%, Pre-computed: 13.00%, Difference: 5.72%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2017, Metric: ROCE, Computed: 6.59%, Benchmark: 15.00% (absolute threshold), Difference: 8.41%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2017, Metric: Return on Equity, Computed: 7.11%, Pre-computed: 13.00%, Difference: 5.89%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2018, Metric: ROCE, Computed: 6.53%, Benchmark: 15.00% (absolute threshold), Difference: 8.47%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2018, Metric: Return on Equity, Computed: 6.93%, Pre-computed: 13.00%, Difference: 6.07%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2019, Metric: ROCE, Computed: 6.47%, Benchmark: 15.00% (absolute threshold), Difference: 8.53%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2019, Metric: Return on Equity, Computed: 6.77%, Pre-computed: 13.00%, Difference: 6.23%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2020, Metric: ROCE, Computed: 6.41%, Benchmark: 15.00% (absolute threshold), Difference: 8.59%, Description: ROCE is below the benchmark of 15.00%.
[2026-07-16T00:43:28.461403] [formula discrepancy] Company: COMP11, Year: 2020, Metric: Return on Equity, Computed: 6.61%, Pre-computed: 13.00%, Difference: 6.39%, Description: Computed ROE differs from pre-computed ratios.xlsx roe by > 5%.
